tRNA_name	gtRNADB_ID	HGNC_symbol	Legacy_ID	Alignment
trna3_GlnCTG_12_+_74851182_74851254	tRNA-Gln-CTG-12-1	TRQ-CTG12-1	chr12.trna3-GlnCTG	View fragment on tRNA
trna27_GlnCTG_1_+_149079364_149079435	tRNA-Gln-CTG-11-1	TRQ-CTG11-1	chr1.trna27-GlnCTG	View fragment on tRNA
trna114_GlnCTG_1_-_146476760_146476831	tRNA-Gln-CTG-10-1	TRQ-CTG10-1	chr1.trna114-GlnCTG	View fragment on tRNA
trna3_GlnCTG_17_+_8023070_8023141	tRNA-Gln-CTG-1-5	TRQ-CTG1-5	chr17.trna3-GlnCTG	View fragment on tRNA
trna7_GlnCTG_15_-_66161400_66161471	tRNA-Gln-CTG-1-4	TRQ-CTG1-4	chr15.trna7-GlnCTG	View fragment on tRNA
trna99_GlnCTG_6_-_28909378_28909449	tRNA-Gln-CTG-1-3	TRQ-CTG1-3	chr6.trna99-GlnCTG	View fragment on tRNA
trna49_GlnCTG_6_+_27487308_27487379	tRNA-Gln-CTG-1-2	TRQ-CTG1-2	chr6.trna49-GlnCTG	View fragment on tRNA
trna1_GlnCTG_6_+_18836402_18836473	tRNA-Gln-CTG-1-1	TRQ-CTG1-1	chr6.trna1-GlnCTG	View fragment on tRNA
trna61_ProTGG_1_-_207178154_207178230	tRNA-Pro-TGG-5-1	TRP-TGG5-1	chr1.trna61-ProTGG	View fragment on tRNA
trna31_ProTGG_16_-_3220961_3221031	tRNA-Pro-TGG-4-1	TRP-TGG4-1	chr16.trna31-ProTGG	View fragment on tRNA
trna8_ProTGG_16_+_3238094_3238165	tRNA-Pro-TGG-3-5	TRP-TGG3-5	chr16.trna8-ProTGG	View fragment on tRNA
trna28_ProTGG_16_-_3234133_3234204	tRNA-Pro-TGG-3-4	TRP-TGG3-4	chr16.trna28-ProTGG	View fragment on tRNA
trna3_ProTGG_16_+_3208923_3208994	tRNA-Pro-TGG-3-3	TRP-TGG3-3	chr16.trna3-ProTGG	View fragment on tRNA
trna6_ProTGG_14_+_21152175_21152246	tRNA-Pro-TGG-3-2	TRP-TGG3-2	chr14.trna6-ProTGG	View fragment on tRNA
trna14_ProTGG_5_-_180615854_180615925	tRNA-Pro-TGG-3-1	TRP-TGG3-1	chr5.trna14-ProTGG	View fragment on tRNA
trna12_ProTGG_11_-_75946869_75946940	tRNA-Pro-TGG-2-1	TRP-TGG2-1	chr11.trna12-ProTGG	View fragment on tRNA
trna3_ProTGG_14_+_21101165_21101236	tRNA-Pro-TGG-1-1	TRP-TGG1-1	chr14.trna3-ProTGG	View fragment on tRNA
trna1_ProGGG_10_+_22852579_22852651	tRNA-Pro-GGG-1-1	TRP-GGG1-1	chr10.trna1-ProGGG	View fragment on tRNA
trna30_ProCGG_6_+_27059521_27059592	tRNA-Pro-CGG-2-1	TRP-CGG2-1	chr6.trna30-ProCGG	View fragment on tRNA
trna37_ProCGG_17_-_8126151_8126222	tRNA-Pro-CGG-1-3	TRP-CGG1-3	chr17.trna37-ProCGG	View fragment on tRNA
trna6_ProCGG_16_+_3222049_3222120	tRNA-Pro-CGG-1-2	TRP-CGG1-2	chr16.trna6-ProCGG	View fragment on tRNA
trna52_ProCGG_1_+_167683962_167684033	tRNA-Pro-CGG-1-1	TRP-CGG1-1	chr1.trna52-ProCGG	View fragment on tRNA
trna33_ProAGG_16_-_3202609_3202680	tRNA-Pro-AGG-6-1	TRP-AGG6-1	chr16.trna33-ProAGG	View fragment on tRNA
trna7_ProAGG_2_+_77895593_77895663	tRNA-Pro-AGG-5-1	TRP-AGG5-1	chr2.trna7-ProAGG	View fragment on tRNA
trna8_ProAGG_2_+_87339573_87339644	tRNA-Pro-AGG-4-1	TRP-AGG4-1	chr2.trna8-ProAGG	View fragment on tRNA
trna4_ProAGG_16_+_3210386_3210480	tRNA-Pro-AGG-3-1	TRP-AGG3-1	chr16.trna4-ProAGG	View fragment on tRNA
trna9_ProAGG_16_+_3239634_3239705	tRNA-Pro-AGG-2-8	TRP-AGG2-8	chr16.trna9-ProAGG	View fragment on tRNA
trna29_ProAGG_16_-_3232635_3232706	tRNA-Pro-AGG-2-7	TRP-AGG2-7	chr16.trna29-ProAGG	View fragment on tRNA
trna22_ProAGG_14_-_21081560_21081631	tRNA-Pro-AGG-2-6	TRP-AGG2-6	chr14.trna22-ProAGG	View fragment on tRNA
trna23_ProAGG_14_-_21077495_21077566	tRNA-Pro-AGG-2-5	TRP-AGG2-5	chr14.trna23-ProAGG	View fragment on tRNA
trna9_ProAGG_11_+_75946557_75946628	tRNA-Pro-AGG-2-4	TRP-AGG2-4	chr11.trna9-ProAGG	View fragment on tRNA
trna2_ProAGG_7_+_128423504_128423575	tRNA-Pro-AGG-2-3	TRP-AGG2-3	chr7.trna2-ProAGG	View fragment on tRNA
trna12_ProAGG_6_+_26555498_26555569	tRNA-Pro-AGG-2-2	TRP-AGG2-2	chr6.trna12-ProAGG	View fragment on tRNA
trna65_ProAGG_1_-_167684725_167684796	tRNA-Pro-AGG-2-1	TRP-AGG2-1	chr1.trna65-ProAGG	View fragment on tRNA
trna11_ProAGG_16_+_3241989_3242060	tRNA-Pro-AGG-1-1	TRP-AGG1-1	chr16.trna11-ProAGG	View fragment on tRNA
trna113_AsnGTT_1_-_147520767_147520840	tRNA-Asn-GTT-9-2	TRN-GTT9-2	chr1.trna113-AsnGTT	View fragment on tRNA
trna115_AsnGTT_1_-_145979034_145979107	tRNA-Asn-GTT-9-1	TRN-GTT9-1	chr1.trna115-AsnGTT	View fragment on tRNA
trna89_AsnGTT_1_-_149711798_149711871	tRNA-Asn-GTT-8-1	TRN-GTT8-1	chr1.trna89-AsnGTT	View fragment on tRNA
trna25_AsnGTT_1_+_148000805_148000878	tRNA-Asn-GTT-7-1	TRN-GTT7-1	chr1.trna25-AsnGTT	View fragment on tRNA
trna103_AsnGTT_1_-_149230570_149230643	tRNA-Asn-GTT-6-1	TRN-GTT6-1	chr1.trna103-AsnGTT	View fragment on tRNA
trna136_AsnGTT_1_-_16847080_16847153	tRNA-Asn-GTT-5-1	TRN-GTT5-1	chr1.trna136-AsnGTT	View fragment on tRNA
trna7_AsnGTT_1_+_17216172_17216245	tRNA-Asn-GTT-4-1	TRN-GTT4-1	chr1.trna7-AsnGTT	View fragment on tRNA
trna107_AsnGTT_1_-_148760356_148760429	tRNA-Asn-GTT-3-2	TRN-GTT3-2	chr1.trna107-AsnGTT	View fragment on tRNA
trna108_AsnGTT_1_-_148598314_148598387	tRNA-Asn-GTT-3-1	TRN-GTT3-1	chr1.trna108-AsnGTT	View fragment on tRNA
trna109_AsnGTT_1_-_147851060_147851133	tRNA-Asn-GTT-23-1	TRN-GTT23-1	chr1.trna109-AsnGTT	View fragment on tRNA
trna104_AsnGTT_1_-_149211948_149212021	tRNA-Asn-GTT-22-1	TRN-GTT22-1	chr1.trna104-AsnGTT	View fragment on tRNA
trna125_AsnGTT_1_-_143663558_143663631	tRNA-Asn-GTT-21-1	TRN-GTT21-1	chr1.trna125-AsnGTT	View fragment on tRNA
trna13_AsnGTT_1_+_145385729_145385804	tRNA-Asn-GTT-20-1	TRN-GTT20-1	chr1.trna13-AsnGTT	View fragment on tRNA
trna1_AsnGTT_19_+_1383562_1383635	tRNA-Asn-GTT-2-6	TRN-GTT2-6	chr19.trna1-AsnGTT	View fragment on tRNA
trna31_AsnGTT_17_-_36908034_36908107	tRNA-Asn-GTT-2-5	TRN-GTT2-5	chr17.trna31-AsnGTT	View fragment on tRNA
trna7_AsnGTT_13_-_31248101_31248174	tRNA-Asn-GTT-2-4	TRN-GTT2-4	chr13.trna7-AsnGTT	View fragment on tRNA
trna4_AsnGTT_10_-_22518438_22518511	tRNA-Asn-GTT-2-3	TRN-GTT2-3	chr10.trna4-AsnGTT	View fragment on tRNA
trna83_AsnGTT_1_-_161397867_161397940	tRNA-Asn-GTT-2-2	TRN-GTT2-2	chr1.trna83-AsnGTT	View fragment on tRNA
trna26_AsnGTT_1_+_148248115_148248188	tRNA-Asn-GTT-2-1	TRN-GTT2-1	chr1.trna26-AsnGTT	View fragment on tRNA
trna93_AsnGTT_1_-_149670057_149670130	tRNA-Asn-GTT-19-1	TRN-GTT19-1	chr1.trna93-AsnGTT	View fragment on tRNA
trna135_AsnGTT_1_-_16858893_16858966	tRNA-Asn-GTT-18-1	TRN-GTT18-1	chr1.trna135-AsnGTT	View fragment on tRNA
trna50_AsnGTT_1_+_161591465_161591538	tRNA-Asn-GTT-17-1	TRN-GTT17-1	chr1.trna50-AsnGTT	View fragment on tRNA
trna30_AsnGTT_1_+_149608609_149608682	tRNA-Asn-GTT-16-5	TRN-GTT16-5	chr1.trna30-AsnGTT	View fragment on tRNA
trna24_AsnGTT_1_+_147877537_147877610	tRNA-Asn-GTT-16-4	TRN-GTT16-4	chr1.trna24-AsnGTT	View fragment on tRNA
trna122_AsnGTT_1_-_144488843_144488916	tRNA-Asn-GTT-16-3	TRN-GTT16-3	chr1.trna122-AsnGTT	View fragment on tRNA
trna123_AsnGTT_1_-_144308614_144308687	tRNA-Asn-GTT-16-2	TRN-GTT16-2	chr1.trna123-AsnGTT	View fragment on tRNA
trna10_AsnGTT_1_+_143690028_143690101	tRNA-Asn-GTT-16-1	TRN-GTT16-1	chr1.trna10-AsnGTT	View fragment on tRNA
trna101_AsnGTT_1_-_149284503_149284576	tRNA-Asn-GTT-15-1	TRN-GTT15-1	chr1.trna101-AsnGTT	View fragment on tRNA
trna12_AsnGTT_1_+_144481840_144481913	tRNA-Asn-GTT-14-1	TRN-GTT14-1	chr1.trna12-AsnGTT	View fragment on tRNA
trna6_AsnGTT_1_+_17201958_17202031	tRNA-Asn-GTT-13-1	TRN-GTT13-1	chr1.trna6-AsnGTT	View fragment on tRNA
trna97_AsnGTT_1_-_149326272_149326345	tRNA-Asn-GTT-12-1	TRN-GTT12-1	chr1.trna97-AsnGTT	View fragment on tRNA
trna95_AsnGTT_1_-_149615617_149615690	tRNA-Asn-GTT-11-2	TRN-GTT11-2	chr1.trna95-AsnGTT	View fragment on tRNA
trna11_AsnGTT_1_+_144301611_144301684	tRNA-Asn-GTT-11-1	TRN-GTT11-1	chr1.trna11-AsnGTT	View fragment on tRNA
trna124_AsnGTT_1_-_143879832_143879905	tRNA-Asn-GTT-10-1	TRN-GTT10-1	chr1.trna124-AsnGTT	View fragment on tRNA
trna47_AsnGTT_1_+_161510031_161510104	tRNA-Asn-GTT-1-1	TRN-GTT1-1	chr1.trna47-AsnGTT	View fragment on tRNA
trna20_AsnATT_1_+_147719029_147719102	tRNA-Asn-ATT-1-1	TRN-ATT1-1	chr1.trna20-AsnATT	View fragment on tRNA
trna92_MetCAT_6_-_58168492_58168564	tRNA-Met-CAT-7-1	TRM-CAT7-1	chr6.trna92-MetCAT	View fragment on tRNA
trna22_MetCAT_16_-_87417628_87417700	tRNA-Met-CAT-6-1	TRM-CAT6-1	chr16.trna22-MetCAT	View fragment on tRNA
trna21_MetCAT_6_+_26701712_26701784	tRNA-Met-CAT-5-1	TRM-CAT5-1	chr6.trna21-MetCAT	View fragment on tRNA
trna27_MetCAT_6_+_26766444_26766516	tRNA-Met-CAT-4-3	TRM-CAT4-3	chr6.trna27-MetCAT	View fragment on tRNA
trna162_MetCAT_6_-_26758550_26758622	tRNA-Met-CAT-4-2	TRM-CAT4-2	chr6.trna162-MetCAT	View fragment on tRNA
trna164_MetCAT_6_-_26735574_26735646	tRNA-Met-CAT-4-1	TRM-CAT4-1	chr6.trna164-MetCAT	View fragment on tRNA
trna97_MetCAT_6_-_28921042_28921114	tRNA-Met-CAT-3-2	TRM-CAT3-2	chr6.trna97-MetCAT	View fragment on tRNA
trna75_MetCAT_6_+_28912352_28912424	tRNA-Met-CAT-3-1	TRM-CAT3-1	chr6.trna75-MetCAT	View fragment on tRNA
trna20_MetCAT_16_+_71460396_71460468	tRNA-Met-CAT-2-1	TRM-CAT2-1	chr16.trna20-MetCAT	View fragment on tRNA
trna10_MetCAT_8_-_124169470_124169542	tRNA-Met-CAT-1-1	TRM-CAT1-1	chr8.trna10-MetCAT	View fragment on tRNA
trna15_LeuTAG_14_-_21145178_21145259	tRNA-Leu-TAG-4-1	TRL-TAG4-1	chr14.trna15-LeuTAG	View fragment on tRNA
trna27_LeuTAG_16_-_22207032_22207113	tRNA-Leu-TAG-3-1	TRL-TAG3-1	chr16.trna27-LeuTAG	View fragment on tRNA
trna2_LeuTAG_14_+_21093529_21093610	tRNA-Leu-TAG-2-1	TRL-TAG2-1	chr14.trna2-LeuTAG	View fragment on tRNA
trna42_LeuTAG_17_-_8023632_8023713	tRNA-Leu-TAG-1-1	TRL-TAG1-1	chr17.trna42-LeuTAG	View fragment on tRNA
trna81_LeuTAA_6_+_69914378_69914460	tRNA-Leu-TAA-5-1	TRL-TAA5-1	chr6.trna81-LeuTAA	View fragment on tRNA
trna155_LeuTAA_6_-_27198334_27198416	tRNA-Leu-TAA-4-1	TRL-TAA4-1	chr6.trna155-LeuTAA	View fragment on tRNA
trna4_LeuTAA_11_+_59319228_59319310	tRNA-Leu-TAA-3-1	TRL-TAA3-1	chr11.trna4-LeuTAA	View fragment on tRNA
trna134_LeuTAA_6_-_27688898_27688980	tRNA-Leu-TAA-2-1	TRL-TAA2-1	chr6.trna134-LeuTAA	View fragment on tRNA
trna83_LeuTAA_6_+_144537684_144537766	tRNA-Leu-TAA-1-1	TRL-TAA1-1	chr6.trna83-LeuTAA	View fragment on tRNA
trna20_LeuCAG_5_-_159392041_159392118	tRNA-Leu-CAG-3-1	TRL-CAG3-1	chr5.trna20-LeuCAG	View fragment on tRNA
trna26_LeuCAG_16_-_57334392_57334474	tRNA-Leu-CAG-2-2	TRL-CAG2-2	chr16.trna26-LeuCAG	View fragment on tRNA
trna17_LeuCAG_16_+_57333863_57333945	tRNA-Leu-CAG-2-1	TRL-CAG2-1	chr16.trna17-LeuCAG	View fragment on tRNA
trna7_LeuCAG_6_+_26521436_26521518	tRNA-Leu-CAG-1-7	TRL-CAG1-7	chr6.trna7-LeuCAG	View fragment on tRNA
trna67_LeuCAG_1_-_161500132_161500214	tRNA-Leu-CAG-1-6	TRL-CAG1-6	chr1.trna67-LeuCAG	View fragment on tRNA
trna42_LeuCAG_1_+_161440913_161440995	tRNA-Leu-CAG-1-5	TRL-CAG1-5	chr1.trna42-LeuCAG	View fragment on tRNA
trna40_LeuCAG_1_+_161433532_161433614	tRNA-Leu-CAG-1-4	TRL-CAG1-4	chr1.trna40-LeuCAG	View fragment on tRNA
trna38_LeuCAG_1_+_161426122_161426204	tRNA-Leu-CAG-1-3	TRL-CAG1-3	chr1.trna38-LeuCAG	View fragment on tRNA
trna36_LeuCAG_1_+_161418741_161418823	tRNA-Leu-CAG-1-2	TRL-CAG1-2	chr1.trna36-LeuCAG	View fragment on tRNA
trna34_LeuCAG_1_+_161411323_161411405	tRNA-Leu-CAG-1-1	TRL-CAG1-1	chr1.trna34-LeuCAG	View fragment on tRNA
trna3_LeuCAA_10_-_34591416_34591483	tRNA-Leu-CAA-7-1	TRL-CAA7-1	chr10.trna3-LeuCAA	View fragment on tRNA
trna66_LeuCAA_1_-_161581736_161581819	tRNA-Leu-CAA-6-1	TRL-CAA6-1	chr1.trna66-LeuCAA	View fragment on tRNA
trna1_LeuCAA_11_+_9296790_9296863	tRNA-Leu-CAA-5-1	TRL-CAA5-1	chr11.trna1-LeuCAA	View fragment on tRNA
trna58_LeuCAA_1_+_249168054_249168159	tRNA-Leu-CAA-4-1	TRL-CAA4-1	chr1.trna58-LeuCAA	View fragment on tRNA
trna141_LeuCAA_6_-_27570348_27570454	tRNA-Leu-CAA-3-1	TRL-CAA3-1	chr6.trna141-LeuCAA	View fragment on tRNA
trna140_LeuCAA_6_-_27573417_27573524	tRNA-Leu-CAA-2-1	TRL-CAA2-1	chr6.trna140-LeuCAA	View fragment on tRNA
trna74_LeuCAA_6_+_28908830_28908934	tRNA-Leu-CAA-1-2	TRL-CAA1-2	chr6.trna74-LeuCAA	View fragment on tRNA
trna100_LeuCAA_6_-_28864000_28864105	tRNA-Leu-CAA-1-1	TRL-CAA1-1	chr6.trna100-LeuCAA	View fragment on tRNA
trna5_LeuAAG_3_-_148221228_148221309	tRNA-Leu-AAG-8-1	TRL-AAG8-1	chr3.trna5-LeuAAG	View fragment on tRNA
trna17_LeuAAG_5_-_180591564_180591645	tRNA-Leu-AAG-7-1	TRL-AAG7-1	chr5.trna17-LeuAAG	View fragment on tRNA
trna6_LeuAAG_20_-_48952342_48952423	tRNA-Leu-AAG-6-1	TRL-AAG6-1	chr20.trna6-LeuAAG	View fragment on tRNA
trna4_LeuAAG_2_+_30277568_30277640	tRNA-Leu-AAG-5-1	TRL-AAG5-1	chr2.trna4-LeuAAG	View fragment on tRNA
trna126_LeuAAG_6_-_28446400_28446481	tRNA-Leu-AAG-4-1	TRL-AAG4-1	chr6.trna126-LeuAAG	View fragment on tRNA
trna78_LeuAAG_6_+_28956779_28956860	tRNA-Leu-AAG-3-1	TRL-AAG3-1	chr6.trna78-LeuAAG	View fragment on tRNA
trna16_LeuAAG_16_+_22308461_22308542	tRNA-Leu-AAG-2-4	TRL-AAG2-4	chr16.trna16-LeuAAG	View fragment on tRNA
trna1_LeuAAG_14_+_21078291_21078372	tRNA-Leu-AAG-2-3	TRL-AAG2-3	chr14.trna1-LeuAAG	View fragment on tRNA
trna98_LeuAAG_6_-_28911399_28911480	tRNA-Leu-AAG-2-2	TRL-AAG2-2	chr6.trna98-LeuAAG	View fragment on tRNA
trna7_LeuAAG_5_+_180614701_180614782	tRNA-Leu-AAG-2-1	TRL-AAG2-1	chr5.trna7-LeuAAG	View fragment on tRNA
trna16_LeuAAG_5_-_180601044_180601125	tRNA-Leu-AAG-1-3	TRL-AAG1-3	chr5.trna16-LeuAAG	View fragment on tRNA
trna3_LeuAAG_5_+_180528840_180528921	tRNA-Leu-AAG-1-2	TRL-AAG1-2	chr5.trna3-LeuAAG	View fragment on tRNA
trna19_LeuAAG_5_-_180524474_180524555	tRNA-Leu-AAG-1-1	TRL-AAG1-1	chr5.trna19-LeuAAG	View fragment on tRNA
trna53_LysTTT_6_+_27543846_27543918	tRNA-Lys-TTT-9-1	TRK-TTT9-1	chr6.trna53-LysTTT	View fragment on tRNA
trna55_LysTTT_1_+_205443271_205443343	tRNA-Lys-TTT-8-1	TRK-TTT8-1	chr1.trna55-LysTTT	View fragment on tRNA
trna71_LysTTT_6_+_28715521_28715593	tRNA-Lys-TTT-7-1	TRK-TTT7-1	chr6.trna71-LysTTT	View fragment on tRNA
trna149_LysTTT_6_-_27302769_27302841	tRNA-Lys-TTT-6-1	TRK-TTT6-1	chr6.trna149-LysTTT	View fragment on tRNA
trna5_LysTTT_11_+_59323902_59323974	tRNA-Lys-TTT-5-1	TRK-TTT5-1	chr11.trna5-LysTTT	View fragment on tRNA
trna143_LysTTT_6_-_27559593_27559665	tRNA-Lys-TTT-4-1	TRK-TTT4-1	chr6.trna143-LysTTT	View fragment on tRNA
trna2_LysTTT_17_+_8022473_8022545	tRNA-Lys-TTT-3-5	TRK-TTT3-5	chr17.trna2-LysTTT	View fragment on tRNA
trna14_LysTTT_11_-_59327808_59327880	tRNA-Lys-TTT-3-4	TRK-TTT3-4	chr11.trna14-LysTTT	View fragment on tRNA
trna76_LysTTT_6_+_28918806_28918878	tRNA-Lys-TTT-3-3	TRK-TTT3-3	chr6.trna76-LysTTT	View fragment on tRNA
trna62_LysTTT_1_-_204476158_204476230	tRNA-Lys-TTT-3-2	TRK-TTT3-2	chr1.trna62-LysTTT	View fragment on tRNA
trna54_LysTTT_1_+_204475655_204475727	tRNA-Lys-TTT-3-1	TRK-TTT3-1	chr1.trna54-LysTTT	View fragment on tRNA
trna11_LysTTT_11_+_122430655_122430727	tRNA-Lys-TTT-2-1	TRK-TTT2-1	chr11.trna11-LysTTT	View fragment on tRNA
trna2_LysTTT_8_+_18120203_18120272	tRNA-Lys-TTT-17-1	TRK-TTT17-1	chr8.trna2-LysTTT	View fragment on tRNA
trna3_LysTTT_19_+_19852207_19852277	tRNA-Lys-TTT-16-1	TRK-TTT16-1	chr19.trna3-LysTTT	View fragment on tRNA
trna16_LysTTT_2_-_224186315_224186387	tRNA-Lys-TTT-15-1	TRK-TTT15-1	chr2.trna16-LysTTT	View fragment on tRNA
trna12_LysTTT_14_-_74055529_74055601	tRNA-Lys-TTT-14-1	TRK-TTT14-1	chr14.trna12-LysTTT	View fragment on tRNA
trna118_LysTTT_6_-_28660987_28661060	tRNA-Lys-TTT-13-1	TRK-TTT13-1	chr6.trna118-LysTTT	View fragment on tRNA
trna7_LysTTT_19_-_50037933_50038005	tRNA-Lys-TTT-12-1	TRK-TTT12-1	chr19.trna7-LysTTT	View fragment on tRNA
trna1_LysTTT_12_+_27843306_27843378	tRNA-Lys-TTT-11-1	TRK-TTT11-1	chr12.trna1-LysTTT	View fragment on tRNA
trna9_LysTTT_19_-_41748142_41748214	tRNA-Lys-TTT-10-1	TRK-TTT10-1	chr19.trna9-LysTTT	View fragment on tRNA
trna23_LysTTT_16_-_73512216_73512288	tRNA-Lys-TTT-1-1	TRK-TTT1-1	chr16.trna23-LysTTT	View fragment on tRNA
trna24_LysCTT_5_-_26198539_26198611	tRNA-Lys-CTT-9-1	TRK-CTT9-1	chr5.trna24-LysCTT	View fragment on tRNA
trna5_LysCTT_16_+_3214939_3215011	tRNA-Lys-CTT-8-1	TRK-CTT8-1	chr16.trna5-LysCTT	View fragment on tRNA
trna128_LysCTT_1_-_55423542_55423614	tRNA-Lys-CTT-7-1	TRK-CTT7-1	chr1.trna128-LysCTT	View fragment on tRNA
trna4_LysCTT_18_-_43669271_43669343	tRNA-Lys-CTT-6-1	TRK-CTT6-1	chr18.trna4-LysCTT	View fragment on tRNA
trna30_LysCTT_16_-_3230555_3230627	tRNA-Lys-CTT-5-1	TRK-CTT5-1	chr16.trna30-LysCTT	View fragment on tRNA
trna10_LysCTT_16_+_3241501_3241573	tRNA-Lys-CTT-4-1	TRK-CTT4-1	chr16.trna10-LysCTT	View fragment on tRNA
trna32_LysCTT_16_-_3207406_3207478	tRNA-Lys-CTT-3-1	TRK-CTT3-1	chr16.trna32-LysCTT	View fragment on tRNA
trna7_LysCTT_16_+_3225692_3225764	tRNA-Lys-CTT-2-5	TRK-CTT2-5	chr16.trna7-LysCTT	View fragment on tRNA
trna13_LysCTT_6_+_26556774_26556846	tRNA-Lys-CTT-2-4	TRK-CTT2-4	chr6.trna13-LysCTT	View fragment on tRNA
trna11_LysCTT_5_-_180648979_180649051	tRNA-Lys-CTT-2-3	TRK-CTT2-3	chr5.trna11-LysCTT	View fragment on tRNA
trna9_LysCTT_5_+_180634755_180634827	tRNA-Lys-CTT-2-2	TRK-CTT2-2	chr5.trna9-LysCTT	View fragment on tRNA
trna119_LysCTT_1_-_145395522_145395594	tRNA-Lys-CTT-2-1	TRK-CTT2-1	chr1.trna119-LysCTT	View fragment on tRNA
trna6_LysCTT_15_-_76674765_76674838	tRNA-Lys-CTT-16-1	TRK-CTT16-1	chr15.trna6-LysCTT	View fragment on tRNA
trna2_LysCTT_11_+_51359900_51359972	tRNA-Lys-CTT-15-1	TRK-CTT15-1	chr11.trna2-LysCTT	View fragment on tRNA
trna13_LysCTT_16_+_3246153_3246225	tRNA-Lys-CTT-14-1	TRK-CTT14-1	chr16.trna13-LysCTT	View fragment on tRNA
trna51_LysCTT_1_+_165566150_165566222	tRNA-Lys-CTT-13-1	TRK-CTT13-1	chr1.trna51-LysCTT	View fragment on tRNA
trna8_LysCTT_1_+_39970195_39970267	tRNA-Lys-CTT-12-1	TRK-CTT12-1	chr1.trna8-LysCTT	View fragment on tRNA
trna6_LysCTT_19_-_52425396_52425468	tRNA-Lys-CTT-11-1	TRK-CTT11-1	chr19.trna6-LysCTT	View fragment on tRNA
trna5_LysCTT_19_+_36066750_36066822	tRNA-Lys-CTT-10-1	TRK-CTT10-1	chr19.trna5-LysCTT	View fragment on tRNA
trna2_LysCTT_15_+_79152904_79152976	tRNA-Lys-CTT-1-2	TRK-CTT1-2	chr15.trna2-LysCTT	View fragment on tRNA
trna13_LysCTT_14_-_58706613_58706685	tRNA-Lys-CTT-1-1	TRK-CTT1-1	chr14.trna13-LysCTT	View fragment on tRNA
trna63_IleTAT_6_+_28505367_28505460	tRNA-Ile-TAT-3-1	TRI-TAT3-1	chr6.trna63-IleTAT	View fragment on tRNA
trna55_IleTAT_6_+_27599200_27599293	tRNA-Ile-TAT-2-3	TRI-TAT2-3	chr6.trna55-IleTAT	View fragment on tRNA
trna29_IleTAT_6_+_26988125_26988218	tRNA-Ile-TAT-2-2	TRI-TAT2-2	chr6.trna29-IleTAT	View fragment on tRNA
trna5_IleTAT_2_+_43037676_43037768	tRNA-Ile-TAT-2-1	TRI-TAT2-1	chr2.trna5-IleTAT	View fragment on tRNA
trna10_IleTAT_19_-_39902808_39902900	tRNA-Ile-TAT-1-1	TRI-TAT1-1	chr19.trna10-IleTAT	View fragment on tRNA
trna5_IleGAT_X_-_3833271_3833344	tRNA-Ile-GAT-1-3	TRI-GAT1-3	chrX.trna5-IleGAT	View fragment on tRNA
trna6_IleGAT_X_-_3794842_3794915	tRNA-Ile-GAT-1-2	TRI-GAT1-2	chrX.trna6-IleGAT	View fragment on tRNA
trna7_IleGAT_X_-_3756418_3756491	tRNA-Ile-GAT-1-1	TRI-GAT1-1	chrX.trna7-IleGAT	View fragment on tRNA
trna38_IleAAT_6_+_27241739_27241812	tRNA-Ile-AAT-9-1	TRI-AAT9-1	chr6.trna38-IleAAT	View fragment on tRNA
trna57_IleAAT_6_+_27636362_27636435	tRNA-Ile-AAT-8-1	TRI-AAT8-1	chr6.trna57-IleAAT	View fragment on tRNA
trna28_IleAAT_6_+_26780832_26780905	tRNA-Ile-AAT-7-2	TRI-AAT7-2	chr6.trna28-IleAAT	View fragment on tRNA
trna165_IleAAT_6_-_26721221_26721294	tRNA-Ile-AAT-7-1	TRI-AAT7-1	chr6.trna165-IleAAT	View fragment on tRNA
trna163_IleAAT_6_-_26745255_26745328	tRNA-Ile-AAT-6-1	TRI-AAT6-1	chr6.trna163-IleAAT	View fragment on tRNA
trna9_IleAAT_17_+_8090911_8090984	tRNA-Ile-AAT-5-5	TRI-AAT5-5	chr17.trna9-IleAAT	View fragment on tRNA
trna10_IleAAT_14_+_102783429_102783502	tRNA-Ile-AAT-5-4	TRI-AAT5-4	chr14.trna10-IleAAT	View fragment on tRNA
trna154_IleAAT_6_-_27205350_27205423	tRNA-Ile-AAT-5-3	TRI-AAT5-3	chr6.trna154-IleAAT	View fragment on tRNA
trna158_IleAAT_6_-_27144994_27145067	tRNA-Ile-AAT-5-2	TRI-AAT5-2	chr6.trna158-IleAAT	View fragment on tRNA
trna11_IleAAT_6_+_26554350_26554423	tRNA-Ile-AAT-5-1	TRI-AAT5-1	chr6.trna11-IleAAT	View fragment on tRNA
trna34_IleAAT_17_-_8130309_8130382	tRNA-Ile-AAT-4-1	TRI-AAT4-1	chr17.trna34-IleAAT	View fragment on tRNA
trna153_IleAAT_6_-_27242990_27243063	tRNA-Ile-AAT-3-1	TRI-AAT3-1	chr6.trna153-IleAAT	View fragment on tRNA
trna59_IleAAT_6_+_27655967_27656040	tRNA-Ile-AAT-2-1	TRI-AAT2-1	chr6.trna59-IleAAT	View fragment on tRNA
trna5_IleAAT_20_-_51218338_51218415	tRNA-Ile-AAT-12-1	TRI-AAT12-1	chr20.trna5-IleAAT	View fragment on tRNA
trna9_IleAAT_12_+_129716198_129716272	tRNA-Ile-AAT-11-1	TRI-AAT11-1	chr12.trna9-IleAAT	View fragment on tRNA
